,Year,HomeTeam,VisitingTeam,DayofWeek,DayNight,Attendance,Stadium,Capacity,RoofType
2877,2013,CHN,CIN,1,0,33449.0,Great American Ball Park,42319,O
2878,2013,CHN,TEX,0,1,32618.0,Great American Ball Park,42319,O
2879,2013,CHN,SLN,0,1,30161.0,Great American Ball Park,42319,O
2880,2013,CHN,SLN,0,0,26354.0,Great American Ball Park,42319,O
2881,2013,CHN,COL,0,1,35080.0,Great American Ball Park,42319,O
2882,2013,CHN,COL,0,1,38123.0,Great American Ball Park,42319,O
2883,2013,CHN,COL,0,1,38083.0,Great American Ball Park,42319,O
2884,2013,CHN,NYN,1,0,34890.0,Great American Ball Park,42319,O
2885,2013,CHN,NYN,1,0,38766.0,Great American Ball Park,42319,O
2886,2013,CHN,NYN,1,0,34258.0,Great American Ball Park,42319,O
2887,2013,CHN,CHA,0,0,31279.0,Great American Ball Park,42319,O
2888,2013,CHN,CHA,0,0,31968.0,Great American Ball Park,42319,O
2889,2013,CHN,ARI,1,0,24645.0,Great American Ball Park,42319,O
2890,2013,CHN,ARI,1,1,31465.0,Great American Ball Park,42319,O
2891,2013,CHN,ARI,1,0,29667.0,Great American Ball Park,42319,O
2892,2013,CHN,PIT,1,0,31614.0,Great American Ball Park,42319,O
2893,2013,CHN,PIT,1,0,38405.0,Great American Ball Park,42319,O
2894,2013,CHN,PIT,1,0,31858.0,Great American Ball Park,42319,O
2895,2013,CHN,CIN,0,1,28052.0,Great American Ball Park,42319,O
2896,2013,CHN,CIN,0,1,30937.0,Great American Ball Park,42319,O
2897,2013,CHN,CIN,0,0,24749.0,Great American Ball Park,42319,O
2898,2013,CHN,CIN,0,0,28986.0,Great American Ball Park,42319,O
2899,2013,CHN,HOU,1,0,33119.0,Great American Ball Park,42319,O
2900,2013,CHN,HOU,1,0,38870.0,Great American Ball Park,42319,O
2901,2013,CHN,HOU,1,0,35121.0,Great American Ball Park,42319,O
2902,2013,CHN,PIT,1,0,38615.0,Great American Ball Park,42319,O
2903,2013,CHN,PIT,1,0,36590.0,Great American Ball Park,42319,O
2904,2013,CHN,PIT,1,0,33146.0,Great American Ball Park,42319,O
2905,2013,CHN,ANA,0,1,31579.0,Great American Ball Park,42319,O
2906,2013,CHN,ANA,0,1,31111.0,Great American Ball Park,42319,O
2907,2013,CHN,SLN,0,1,35379.0,Great American Ball Park,42319,O
2908,2013,CHN,SLN,1,0,37322.0,Great American Ball Park,42319,O
2909,2013,CHN,SLN,1,1,42240.0,Great American Ball Park,42319,O
2910,2013,CHN,SLN,1,1,35178.0,Great American Ball Park,42319,O
2911,2013,CHN,MIL,0,1,32848.0,Great American Ball Park,42319,O
2912,2013,CHN,MIL,0,0,34996.0,Great American Ball Park,42319,O
2913,2013,CHN,MIL,0,1,31638.0,Great American Ball Park,42319,O
2914,2013,CHN,MIL,0,1,29817.0,Great American Ball Park,42319,O
2915,2013,CHN,LAN,0,1,34005.0,Great American Ball Park,42319,O
2916,2013,CHN,LAN,1,0,32520.0,Great American Ball Park,42319,O
2917,2013,CHN,LAN,1,0,40490.0,Great American Ball Park,42319,O
2918,2013,CHN,LAN,1,0,38409.0,Great American Ball Park,42319,O
2919,2013,CHN,CIN,0,1,33277.0,Great American Ball Park,42319,O
2920,2013,CHN,CIN,0,1,33286.0,Great American Ball Park,42319,O
2921,2013,CHN,CIN,0,0,33642.0,Great American Ball Park,42319,O
2922,2013,CHN,SLN,1,0,35258.0,Great American Ball Park,42319,O
2923,2013,CHN,SLN,1,0,41981.0,Great American Ball Park,42319,O
2924,2013,CHN,SLN,1,0,33830.0,Great American Ball Park,42319,O
2925,2013,CHN,WAS,0,1,31290.0,Great American Ball Park,42319,O
2926,2013,CHN,WAS,0,1,30975.0,Great American Ball Park,42319,O
2927,2013,CHN,WAS,0,1,31936.0,Great American Ball Park,42319,O
2928,2013,CHN,WAS,0,0,29393.0,Great American Ball Park,42319,O
2929,2013,CHN,PHI,1,0,27763.0,Great American Ball Park,42319,O
2930,2013,CHN,PHI,1,0,36410.0,Great American Ball Park,42319,O
2931,2013,CHN,PHI,1,0,31859.0,Great American Ball Park,42319,O
2932,2013,CHN,MIA,0,0,26978.0,Great American Ball Park,42319,O
2933,2013,CHN,MIA,0,1,30024.0,Great American Ball Park,42319,O
2934,2013,CHN,MIA,0,0,20696.0,Great American Ball Park,42319,O
2935,2013,CHN,MIL,1,0,25351.0,Great American Ball Park,42319,O
2936,2013,CHN,MIL,1,0,34929.0,Great American Ball Park,42319,O
2937,2013,CHN,MIL,1,0,27802.0,Great American Ball Park,42319,O
2938,2013,CHN,ATL,1,0,29539.0,Great American Ball Park,42319,O
2939,2013,CHN,ATL,1,0,34612.0,Great American Ball Park,42319,O
2940,2013,CHN,ATL,1,0,30515.0,Great American Ball Park,42319,O
2941,2013,CHN,PIT,0,1,32289.0,Great American Ball Park,42319,O
2942,2013,CHN,PIT,0,1,34138.0,Great American Ball Park,42319,O
2943,2013,CHN,PIT,0,0,26171.0,Great American Ball Park,42319,O
2944,2014,CHN,PHI,1,0,38283.0,Great American Ball Park,42319,O
2945,2014,CHN,PHI,1,0,30651.0,Great American Ball Park,42319,O
2946,2014,CHN,PHI,1,0,26712.0,Great American Ball Park,42319,O
2947,2014,CHN,PIT,0,1,26177.0,Great American Ball Park,42319,O
2948,2014,CHN,PIT,0,1,28247.0,Great American Ball Park,42319,O
2949,2014,CHN,PIT,0,0,25502.0,Great American Ball Park,42319,O
2950,2014,CHN,CIN,1,0,28699.0,Great American Ball Park,42319,O
2951,2014,CHN,CIN,1,0,32966.0,Great American Ball Park,42319,O
2952,2014,CHN,CIN,1,0,27927.0,Great American Ball Park,42319,O
2953,2014,CHN,ARI,0,1,32439.0,Great American Ball Park,42319,O
2954,2014,CHN,ARI,0,1,35381.0,Great American Ball Park,42319,O
2955,2014,CHN,ARI,0,0,32323.0,Great American Ball Park,42319,O
2956,2014,CHN,ARI,0,0,33085.0,Great American Ball Park,42319,O
2957,2014,CHN,SLN,1,0,28160.0,Great American Ball Park,42319,O
2958,2014,CHN,SLN,1,0,37874.0,Great American Ball Park,42319,O
2959,2014,CHN,SLN,1,1,30023.0,Great American Ball Park,42319,O
2960,2014,CHN,CHA,0,1,33146.0,Great American Ball Park,42319,O
2961,2014,CHN,CHA,0,1,34305.0,Great American Ball Park,42319,O
2962,2014,CHN,MIL,1,0,35771.0,Great American Ball Park,42319,O
2963,2014,CHN,MIL,1,0,36671.0,Great American Ball Park,42319,O
2964,2014,CHN,MIL,1,0,37631.0,Great American Ball Park,42319,O
2965,2014,CHN,NYA,0,1,38753.0,Great American Ball Park,42319,O
2966,2014,CHN,NYA,0,0,34808.0,Great American Ball Park,42319,O
2967,2014,CHN,NYN,0,1,34697.0,Great American Ball Park,42319,O
2968,2014,CHN,NYN,0,1,28185.0,Great American Ball Park,42319,O
2969,2014,CHN,NYN,0,1,28833.0,Great American Ball Park,42319,O
2970,2014,CHN,MIA,1,0,28495.0,Great American Ball Park,42319,O
2971,2014,CHN,MIA,1,0,33786.0,Great American Ball Park,42319,O
2972,2014,CHN,MIA,1,0,33134.0,Great American Ball Park,42319,O
2973,2014,CHN,PIT,1,0,36423.0,Great American Ball Park,42319,O
2974,2014,CHN,PIT,1,1,36563.0,Great American Ball Park,42319,O
2975,2014,CHN,PIT,1,0,33573.0,Great American Ball Park,42319,O
2976,2014,CHN,CIN,0,1,27747.0,Great American Ball Park,42319,O
2977,2014,CHN,CIN,0,1,28226.0,Great American Ball Park,42319,O
2978,2014,CHN,CIN,0,1,28207.0,Great American Ball Park,42319,O
2979,2014,CHN,WAS,0,1,28867.0,Great American Ball Park,42319,O
2980,2014,CHN,WAS,1,0,30683.0,Great American Ball Park,42319,O
2981,2014,CHN,WAS,1,0,35770.0,Great American Ball Park,42319,O
2982,2014,CHN,WAS,1,1,32267.0,Great American Ball Park,42319,O
2983,2014,CHN,ATL,1,0,39544.0,Great American Ball Park,42319,O
2984,2014,CHN,ATL,1,0,36806.0,Great American Ball Park,42319,O
2985,2014,CHN,ATL,1,0,36363.0,Great American Ball Park,42319,O
2986,2014,CHN,SDN,0,1,32730.0,Great American Ball Park,42319,O
2987,2014,CHN,SDN,0,1,30718.0,Great American Ball Park,42319,O
2988,2014,CHN,SDN,0,1,31321.0,Great American Ball Park,42319,O
2989,2014,CHN,SLN,1,0,41534.0,Great American Ball Park,42319,O
2990,2014,CHN,SLN,1,0,41927.0,Great American Ball Park,42319,O
2991,2014,CHN,SLN,1,0,35256.0,Great American Ball Park,42319,O
2992,2014,CHN,COL,0,1,29702.0,Great American Ball Park,42319,O
2993,2014,CHN,COL,0,1,28590.0,Great American Ball Park,42319,O
2994,2014,CHN,COL,0,1,29491.0,Great American Ball Park,42319,O
2995,2014,CHN,COL,0,0,35729.0,Great American Ball Park,42319,O
2996,2014,CHN,TBA,1,0,34937.0,Great American Ball Park,42319,O
2997,2014,CHN,TBA,1,0,36739.0,Great American Ball Park,42319,O
2998,2014,CHN,TBA,1,0,33039.0,Great American Ball Park,42319,O
2999,2014,CHN,MIL,0,1,28927.0,Great American Ball Park,42319,O
3000,2014,CHN,MIL,0,1,28819.0,Great American Ball Park,42319,O
3001,2014,CHN,MIL,0,1,31191.0,Great American Ball Park,42319,O
3002,2014,CHN,MIL,0,0,38157.0,Great American Ball Park,42319,O
3003,2014,CHN,SFN,0,1,31064.0,Great American Ball Park,42319,O
3004,2014,CHN,SFN,0,1,30633.0,Great American Ball Park,42319,O
3005,2014,CHN,SFN,0,1,30541.0,Great American Ball Park,42319,O
3006,2014,CHN,BAL,1,0,33761.0,Great American Ball Park,42319,O
3007,2014,CHN,BAL,1,0,37156.0,Great American Ball Park,42319,O
3008,2014,CHN,BAL,1,0,32774.0,Great American Ball Park,42319,O
3009,2014,CHN,MIL,0,0,32054.0,Great American Ball Park,42319,O
3010,2014,CHN,MIL,0,1,28434.0,Great American Ball Park,42319,O
3011,2014,CHN,MIL,0,1,31251.0,Great American Ball Park,42319,O
3012,2014,CHN,PIT,1,0,35541.0,Great American Ball Park,42319,O
3013,2014,CHN,PIT,1,0,36867.0,Great American Ball Park,42319,O
3014,2014,CHN,PIT,1,0,33894.0,Great American Ball Park,42319,O
3015,2014,CHN,CIN,0,1,33144.0,Great American Ball Park,42319,O
3016,2014,CHN,CIN,0,1,33812.0,Great American Ball Park,42319,O
3017,2014,CHN,CIN,0,1,33500.0,Great American Ball Park,42319,O
3018,2014,CHN,LAN,0,1,33649.0,Great American Ball Park,42319,O
3019,2014,CHN,LAN,1,0,33322.0,Great American Ball Park,42319,O
3020,2014,CHN,LAN,1,0,34334.0,Great American Ball Park,42319,O
3021,2014,CHN,LAN,1,0,31933.0,Great American Ball Park,42319,O
3022,2014,CHN,SLN,0,1,28893.0,Great American Ball Park,42319,O
3023,2014,CHN,SLN,0,1,29754.0,Great American Ball Park,42319,O
3024,2014,CHN,SLN,0,1,33292.0,Great American Ball Park,42319,O
3025,2015,CHN,SLN,1,1,35055.0,Great American Ball Park,42319,O
3026,2015,CHN,SLN,0,0,26814.0,Great American Ball Park,42319,O
3027,2015,CHN,CIN,0,1,26390.0,Great American Ball Park,42319,O
3028,2015,CHN,CIN,0,1,27525.0,Great American Ball Park,42319,O
3029,2015,CHN,CIN,0,1,29205.0,Great American Ball Park,42319,O
3030,2015,CHN,SDN,1,0,32138.0,Great American Ball Park,42319,O
3031,2015,CHN,SDN,1,0,33958.0,Great American Ball Park,42319,O
3032,2015,CHN,SDN,1,0,29113.0,Great American Ball Park,42319,O
3033,2015,CHN,PIT,0,1,29159.0,Great American Ball Park,42319,O
3034,2015,CHN,PIT,0,1,29915.0,Great American Ball Park,42319,O
3035,2015,CHN,PIT,0,1,30634.0,Great American Ball Park,42319,O
3036,2015,CHN,MIL,1,0,31128.0,Great American Ball Park,42319,O
3037,2015,CHN,MIL,1,0,34878.0,Great American Ball Park,42319,O
3038,2015,CHN,MIL,1,0,33398.0,Great American Ball Park,42319,O
3039,2015,CHN,NYN,0,1,32980.0,Great American Ball Park,42319,O
3040,2015,CHN,NYN,0,1,31542.0,Great American Ball Park,42319,O
3041,2015,CHN,NYN,0,1,33709.0,Great American Ball Park,42319,O
3042,2015,CHN,NYN,0,0,31496.0,Great American Ball Park,42319,O
3043,2015,CHN,PIT,1,0,33617.0,Great American Ball Park,42319,O
3044,2015,CHN,PIT,1,0,38883.0,Great American Ball Park,42319,O
3045,2015,CHN,PIT,1,0,36289.0,Great American Ball Park,42319,O
3046,2015,CHN,WAS,0,0,38463.0,Great American Ball Park,42319,O
3047,2015,CHN,WAS,0,1,30440.0,Great American Ball Park,42319,O
3048,2015,CHN,WAS,0,1,34215.0,Great American Ball Park,42319,O
3049,2015,CHN,KCA,1,0,34273.0,Great American Ball Park,42319,O
3050,2015,CHN,KCA,1,0,37766.0,Great American Ball Park,42319,O
3051,2015,CHN,CIN,0,1,35031.0,Great American Ball Park,42319,O
3052,2015,CHN,CIN,1,0,40016.0,Great American Ball Park,42319,O
3053,2015,CHN,CIN,1,1,40693.0,Great American Ball Park,42319,O
3054,2015,CHN,CIN,1,1,33201.0,Great American Ball Park,42319,O
3055,2015,CHN,CLE,0,1,35914.0,Great American Ball Park,42319,O
3056,2015,CHN,LAN,0,1,35147.0,Great American Ball Park,42319,O
3057,2015,CHN,LAN,0,1,36799.0,Great American Ball Park,42319,O
3058,2015,CHN,LAN,0,1,36653.0,Great American Ball Park,42319,O
3059,2015,CHN,LAN,0,0,41498.0,Great American Ball Park,42319,O
3060,2015,CHN,MIA,1,0,41212.0,Great American Ball Park,42319,O
3061,2015,CHN,MIA,1,1,37898.0,Great American Ball Park,42319,O
3062,2015,CHN,MIA,1,0,37764.0,Great American Ball Park,42319,O
3063,2015,CHN,SLN,0,1,37609.0,Great American Ball Park,42319,O
3064,2015,CHN,SLN,0,0,34368.0,Great American Ball Park,42319,O
3065,2015,CHN,SLN,0,1,35703.0,Great American Ball Park,42319,O
3066,2015,CHN,SLN,0,1,37993.0,Great American Ball Park,42319,O
3067,2015,CHN,CHA,1,0,41580.0,Great American Ball Park,42319,O
3068,2015,CHN,CHA,1,0,41596.0,Great American Ball Park,42319,O
3069,2015,CHN,CHA,1,0,41688.0,Great American Ball Park,42319,O
3070,2015,CHN,PHI,1,0,41230.0,Great American Ball Park,42319,O
3071,2015,CHN,PHI,1,0,41683.0,Great American Ball Park,42319,O
3072,2015,CHN,PHI,1,0,41123.0,Great American Ball Park,42319,O
3073,2015,CHN,COL,0,1,35070.0,Great American Ball Park,42319,O
3074,2015,CHN,COL,0,1,36747.0,Great American Ball Park,42319,O
3075,2015,CHN,COL,0,0,38874.0,Great American Ball Park,42319,O
3076,2015,CHN,SFN,0,1,41242.0,Great American Ball Park,42319,O
3077,2015,CHN,SFN,1,0,41311.0,Great American Ball Park,42319,O
3078,2015,CHN,SFN,1,0,41305.0,Great American Ball Park,42319,O
3079,2015,CHN,SFN,1,0,39939.0,Great American Ball Park,42319,O
3080,2015,CHN,MIL,0,1,37109.0,Great American Ball Park,42319,O
3081,2015,CHN,MIL,0,1,36438.0,Great American Ball Park,42319,O
3082,2015,CHN,MIL,0,0,40799.0,Great American Ball Park,42319,O
3083,2015,CHN,DET,0,1,39684.0,Great American Ball Park,42319,O
3084,2015,CHN,DET,0,1,40310.0,Great American Ball Park,42319,O
3085,2015,CHN,ATL,0,1,34633.0,Great American Ball Park,42319,O
3086,2015,CHN,ATL,1,0,39211.0,Great American Ball Park,42319,O
3087,2015,CHN,ATL,1,0,41196.0,Great American Ball Park,42319,O
3088,2015,CHN,ATL,1,0,39581.0,Great American Ball Park,42319,O
3089,2015,CHN,CLE,0,0,36283.0,Great American Ball Park,42319,O
3090,2015,CHN,CIN,0,1,34017.0,Great American Ball Park,42319,O
3091,2015,CHN,CIN,0,1,33756.0,Great American Ball Park,42319,O
3092,2015,CHN,CIN,0,0,31165.0,Great American Ball Park,42319,O
3093,2015,CHN,ARI,1,0,36132.0,Great American Ball Park,42319,O
3094,2015,CHN,ARI,1,0,40690.0,Great American Ball Park,42319,O
3095,2015,CHN,ARI,1,0,41183.0,Great American Ball Park,42319,O
3096,2015,CHN,SLN,1,0,40846.0,Great American Ball Park,42319,O
3097,2015,CHN,SLN,1,0,40994.0,Great American Ball Park,42319,O
3098,2015,CHN,SLN,1,0,40962.0,Great American Ball Park,42319,O
3099,2015,CHN,MIL,0,1,34373.0,Great American Ball Park,42319,O
3100,2015,CHN,MIL,0,1,36270.0,Great American Ball Park,42319,O
3101,2015,CHN,MIL,0,1,37559.0,Great American Ball Park,42319,O
3102,2015,CHN,PIT,1,0,40432.0,Great American Ball Park,42319,O
3103,2015,CHN,PIT,1,0,41150.0,Great American Ball Park,42319,O
3104,2015,CHN,PIT,1,1,40617.0,Great American Ball Park,42319,O
3105,2015,CHN,KCA,0,1,40552.0,Great American Ball Park,42319,O
3106,2016,CHN,CIN,0,1,40882.0,Great American Ball Park,42319,O
3107,2016,CHN,CIN,0,1,36496.0,Great American Ball Park,42319,O
3108,2016,CHN,CIN,0,1,34898.0,Great American Ball Park,42319,O
3109,2016,CHN,COL,1,0,34437.0,Great American Ball Park,42319,O
3110,2016,CHN,COL,1,0,41702.0,Great American Ball Park,42319,O
3111,2016,CHN,COL,1,0,41678.0,Great American Ball Park,42319,O
3112,2016,CHN,MIL,0,1,35861.0,Great American Ball Park,42319,O
3113,2016,CHN,MIL,0,0,32734.0,Great American Ball Park,42319,O
3114,2016,CHN,ATL,1,0,34007.0,Great American Ball Park,42319,O
3115,2016,CHN,ATL,1,0,40164.0,Great American Ball Park,42319,O
3116,2016,CHN,WAS,0,1,37564.0,Great American Ball Park,42319,O
3117,2016,CHN,WAS,1,0,39206.0,Great American Ball Park,42319,O
3118,2016,CHN,WAS,1,0,40471.0,Great American Ball Park,42319,O
3119,2016,CHN,WAS,1,0,41233.0,Great American Ball Park,42319,O
3120,2016,CHN,SDN,0,1,34680.0,Great American Ball Park,42319,O
3121,2016,CHN,SDN,0,0,34508.0,Great American Ball Park,42319,O
3122,2016,CHN,SDN,0,1,37828.0,Great American Ball Park,42319,O
3123,2016,CHN,PIT,1,0,37479.0,Great American Ball Park,42319,O
3124,2016,CHN,PIT,1,0,40953.0,Great American Ball Park,42319,O
3125,2016,CHN,PIT,1,0,40814.0,Great American Ball Park,42319,O
3126,2016,CHN,PHI,1,0,38941.0,Great American Ball Park,42319,O
3127,2016,CHN,PHI,1,0,41555.0,Great American Ball Park,42319,O
3128,2016,CHN,PHI,1,0,41575.0,Great American Ball Park,42319,O
3129,2016,CHN,LAN,0,0,41470.0,Great American Ball Park,42319,O
3130,2016,CHN,LAN,0,1,34681.0,Great American Ball Park,42319,O
3131,2016,CHN,LAN,0,1,36426.0,Great American Ball Park,42319,O
3132,2016,CHN,LAN,0,0,37422.0,Great American Ball Park,42319,O
3133,2016,CHN,ARI,1,0,38813.0,Great American Ball Park,42319,O
3134,2016,CHN,ARI,1,0,40415.0,Great American Ball Park,42319,O
3135,2016,CHN,ARI,1,0,41596.0,Great American Ball Park,42319,O
3136,2016,CHN,PIT,1,0,41547.0,Great American Ball Park,42319,O
3137,2016,CHN,PIT,1,1,41424.0,Great American Ball Park,42319,O
3138,2016,CHN,PIT,1,1,41024.0,Great American Ball Park,42319,O
3139,2016,CHN,SLN,0,1,41166.0,Great American Ball Park,42319,O
3140,2016,CHN,SLN,0,1,41616.0,Great American Ball Park,42319,O
3141,2016,CHN,SLN,0,0,41058.0,Great American Ball Park,42319,O
3142,2016,CHN,CIN,0,0,41293.0,Great American Ball Park,42319,O
3143,2016,CHN,CIN,0,0,41310.0,Great American Ball Park,42319,O
3144,2016,CHN,CIN,0,0,41262.0,Great American Ball Park,42319,O
3145,2016,CHN,ATL,0,1,41480.0,Great American Ball Park,42319,O
3146,2016,CHN,TEX,1,0,41482.0,Great American Ball Park,42319,O
3147,2016,CHN,TEX,1,0,41346.0,Great American Ball Park,42319,O
3148,2016,CHN,TEX,1,0,41213.0,Great American Ball Park,42319,O
3149,2016,CHN,NYN,0,1,41353.0,Great American Ball Park,42319,O
3150,2016,CHN,NYN,0,1,41456.0,Great American Ball Park,42319,O
3151,2016,CHN,NYN,0,0,41210.0,Great American Ball Park,42319,O
3152,2016,CHN,CHA,0,1,41166.0,Great American Ball Park,42319,O
3153,2016,CHN,CHA,0,1,41157.0,Great American Ball Park,42319,O
3154,2016,CHN,SEA,1,0,40951.0,Great American Ball Park,42319,O
3155,2016,CHN,SEA,1,0,41401.0,Great American Ball Park,42319,O
3156,2016,CHN,SEA,1,1,40952.0,Great American Ball Park,42319,O
3157,2016,CHN,MIA,0,1,40937.0,Great American Ball Park,42319,O
3158,2016,CHN,MIA,0,1,40419.0,Great American Ball Park,42319,O
3159,2016,CHN,MIA,0,0,41147.0,Great American Ball Park,42319,O
3160,2016,CHN,ANA,0,1,41227.0,Great American Ball Park,42319,O
3161,2016,CHN,ANA,0,1,41015.0,Great American Ball Park,42319,O
3162,2016,CHN,SLN,0,1,40597.0,Great American Ball Park,42319,O
3163,2016,CHN,SLN,1,0,40848.0,Great American Ball Park,42319,O
3164,2016,CHN,SLN,1,0,41278.0,Great American Ball Park,42319,O
3165,2016,CHN,SLN,1,1,41019.0,Great American Ball Park,42319,O
3166,2016,CHN,MIL,0,0,41148.0,Great American Ball Park,42319,O
3167,2016,CHN,MIL,0,1,39420.0,Great American Ball Park,42319,O
3168,2016,CHN,MIL,0,1,40310.0,Great American Ball Park,42319,O
3169,2016,CHN,MIL,0,0,41407.0,Great American Ball Park,42319,O
3170,2016,CHN,PIT,0,1,38951.0,Great American Ball Park,42319,O
3171,2016,CHN,PIT,0,1,38174.0,Great American Ball Park,42319,O
3172,2016,CHN,PIT,0,1,38137.0,Great American Ball Park,42319,O
3173,2016,CHN,SFN,0,1,38536.0,Great American Ball Park,42319,O
3174,2016,CHN,SFN,1,0,40818.0,Great American Ball Park,42319,O
3175,2016,CHN,SFN,1,0,41250.0,Great American Ball Park,42319,O
3176,2016,CHN,SFN,1,0,41293.0,Great American Ball Park,42319,O
3177,2016,CHN,MIL,0,1,41362.0,Great American Ball Park,42319,O
3178,2016,CHN,MIL,1,0,40823.0,Great American Ball Park,42319,O
3179,2016,CHN,MIL,1,0,40956.0,Great American Ball Park,42319,O
3180,2016,CHN,MIL,1,0,41286.0,Great American Ball Park,42319,O
3181,2016,CHN,CIN,0,1,39251.0,Great American Ball Park,42319,O
3182,2016,CHN,CIN,0,1,40586.0,Great American Ball Park,42319,O
3183,2016,CHN,CIN,0,1,40434.0,Great American Ball Park,42319,O
3184,2016,CHN,SLN,1,0,40791.0,Great American Ball Park,42319,O
3185,2016,CHN,SLN,1,0,40785.0,Great American Ball Park,42319,O
3186,2016,CHN,SLN,1,1,40859.0,Great American Ball Park,42319,O
3187,2017,CHN,LAN,0,1,41166.0,Great American Ball Park,42319,O
3188,2017,CHN,LAN,0,1,40844.0,Great American Ball Park,42319,O
3189,2017,CHN,LAN,0,0,38379.0,Great American Ball Park,42319,O
3190,2017,CHN,PIT,1,0,40430.0,Great American Ball Park,42319,O
3191,2017,CHN,PIT,1,0,41814.0,Great American Ball Park,42319,O
3192,2017,CHN,PIT,1,0,39422.0,Great American Ball Park,42319,O
3193,2017,CHN,MIL,0,1,38636.0,Great American Ball Park,42319,O
3194,2017,CHN,MIL,0,1,39026.0,Great American Ball Park,42319,O
3195,2017,CHN,MIL,0,0,34864.0,Great American Ball Park,42319,O
3196,2017,CHN,PHI,0,1,38567.0,Great American Ball Park,42319,O
3197,2017,CHN,PHI,0,1,38660.0,Great American Ball Park,42319,O
3198,2017,CHN,PHI,0,1,39335.0,Great American Ball Park,42319,O
3199,2017,CHN,PHI,0,0,36394.0,Great American Ball Park,42319,O
3200,2017,CHN,NYA,1,0,40395.0,Great American Ball Park,42319,O
3201,2017,CHN,NYA,1,1,40735.0,Great American Ball Park,42319,O
3202,2017,CHN,NYA,1,1,40584.0,Great American Ball Park,42319,O
3203,2017,CHN,CIN,0,1,40653.0,Great American Ball Park,42319,O
3204,2017,CHN,CIN,0,1,38715.0,Great American Ball Park,42319,O
3205,2017,CHN,CIN,0,0,36023.0,Great American Ball Park,42319,O
3206,2017,CHN,MIL,1,0,36923.0,Great American Ball Park,42319,O
3207,2017,CHN,MIL,1,0,41671.0,Great American Ball Park,42319,O
3208,2017,CHN,SFN,0,1,36204.0,Great American Ball Park,42319,O
3209,2017,CHN,SFN,0,1,32905.0,Great American Ball Park,42319,O
3210,2017,CHN,SFN,0,1,35617.0,Great American Ball Park,42319,O
3211,2017,CHN,SFN,0,0,37513.0,Great American Ball Park,42319,O
3212,2017,CHN,SLN,1,0,41051.0,Great American Ball Park,42319,O
3213,2017,CHN,SLN,1,0,41164.0,Great American Ball Park,42319,O
3214,2017,CHN,SLN,1,1,39868.0,Great American Ball Park,42319,O
3215,2017,CHN,MIA,0,1,34037.0,Great American Ball Park,42319,O
3216,2017,CHN,MIA,0,1,34082.0,Great American Ball Park,42319,O
3217,2017,CHN,MIA,0,1,37294.0,Great American Ball Park,42319,O
3218,2017,CHN,COL,0,1,39385.0,Great American Ball Park,42319,O
3219,2017,CHN,COL,1,0,41229.0,Great American Ball Park,42319,O
3220,2017,CHN,COL,1,0,41226.0,Great American Ball Park,42319,O
3221,2017,CHN,COL,1,0,41116.0,Great American Ball Park,42319,O
3222,2017,CHN,SDN,0,1,40802.0,Great American Ball Park,42319,O
3223,2017,CHN,SDN,0,1,41607.0,Great American Ball Park,42319,O
3224,2017,CHN,SDN,0,0,41708.0,Great American Ball Park,42319,O
3225,2017,CHN,TBA,0,0,42046.0,Great American Ball Park,42319,O
3226,2017,CHN,TBA,0,0,39855.0,Great American Ball Park,42319,O
3227,2017,CHN,MIL,0,0,41576.0,Great American Ball Park,42319,O
3228,2017,CHN,PIT,1,0,41294.0,Great American Ball Park,42319,O
3229,2017,CHN,PIT,1,1,41865.0,Great American Ball Park,42319,O
3230,2017,CHN,PIT,1,0,41604.0,Great American Ball Park,42319,O
3231,2017,CHN,SLN,1,0,42186.0,Great American Ball Park,42319,O
3232,2017,CHN,SLN,1,0,41969.0,Great American Ball Park,42319,O
3233,2017,CHN,SLN,1,1,41582.0,Great American Ball Park,42319,O
3234,2017,CHN,CHA,0,0,40849.0,Great American Ball Park,42319,O
3235,2017,CHN,CHA,0,0,40717.0,Great American Ball Park,42319,O
3236,2017,CHN,ARI,0,1,40709.0,Great American Ball Park,42319,O
3237,2017,CHN,ARI,0,1,41321.0,Great American Ball Park,42319,O
3238,2017,CHN,ARI,0,0,39525.0,Great American Ball Park,42319,O
3239,2017,CHN,WAS,1,0,41396.0,Great American Ball Park,42319,O
3240,2017,CHN,WAS,1,0,41857.0,Great American Ball Park,42319,O
3241,2017,CHN,WAS,1,0,41047.0,Great American Ball Park,42319,O
3242,2017,CHN,CIN,0,1,40263.0,Great American Ball Park,42319,O
3243,2017,CHN,CIN,0,1,36698.0,Great American Ball Park,42319,O
3244,2017,CHN,CIN,0,1,37021.0,Great American Ball Park,42319,O
3245,2017,CHN,CIN,0,0,38675.0,Great American Ball Park,42319,O
3246,2017,CHN,TOR,1,0,41814.0,Great American Ball Park,42319,O
3247,2017,CHN,TOR,1,0,41558.0,Great American Ball Park,42319,O
3248,2017,CHN,TOR,1,0,41459.0,Great American Ball Park,42319,O
3249,2017,CHN,PIT,0,1,38453.0,Great American Ball Park,42319,O
3250,2017,CHN,PIT,0,1,37370.0,Great American Ball Park,42319,O
3251,2017,CHN,PIT,0,1,36628.0,Great American Ball Park,42319,O
3252,2017,CHN,ATL,0,1,38031.0,Great American Ball Park,42319,O
3253,2017,CHN,ATL,1,0,37280.0,Great American Ball Park,42319,O
